"ITEM_ID","LABEL","REVIEW_ID","KEYWORDS","Cat","ABSTRACT","TITLE"
"pubmed-25282336",0,"NDC-SOLES","AdultAged 80 and overAging/*metabolism/*psychologyAlzheimer Disease/*etiology/*psychologyAmnesia/etiology/psychologyAnimalsCells CulturedDNA (Cytosine-5-)-Methyltransferases/genetics/*metabolism/*physiologyDNA Methylation/*geneticsDNA Methyltransferase 3AFemaleFormaldehyde/*metabolismGene Expression Regulation Enzymologic/*geneticsHippocampus/*metabolismHumansMaleMiceRatsRats Sprague-DawleySpatial Learning*Spatial MemoryAlzheimer's disease (AD)DNA methyltransfarases (DNMTs)Endogenous formaldehydeTopographic amnesia",NA,"","Age-related formaldehyde interferes with DNA methyltransferase function causing memory loss in Alzheimer's disease"
"pubmed-25299392",1,"NDC-SOLES","*Aging/geneticsAnimalsBrain/pathologyCachexia/etiology/geneticsCentral Nervous System/physiology/physiopathologyDNA Repair/geneticsDNA-Binding Proteins/*deficiency/genetics/metabolismDeficiency Diseases/*etiology/geneticsDisease Models AnimalEndonucleases/*deficiency/genetics/metabolismFemaleLiver/pathologyLongevity/geneticsMaleMice Inbred C57BLMice TransgenicNuclear Proteins/*deficiency/genetics/metabolismOsteoporosis/etiology/geneticsPregnancyTranscription Factors/*deficiency/genetics/metabolism",NA,"","Cell-autonomous progeroid changes in conditional mouse models for repair endonuclease XPG deficiency"
"pubmed-25317690",0,"NDC-SOLES","AnimalsBrain/pathologyExcitatory Amino Acid Agonists/*pharmacology/toxicityExploratory Behavior/drug effectsHippocampus/pathologyKainic Acid/*pharmacology/toxicityMaleMotor Activity/*drug effectsNeurons/pathologyRatsRats WistarStimulation Chemical",NA,"","Subconvulsive dose of kainic acid transiently increases the locomotor activity of adult Wistar rats"
"pubmed-25352624",0,"NDC-SOLES","AnimalsCell LineCell Membrane/chemistry/virologyFlow CytometryGlycoproteins/*metabolismHumansLymphocytic choriomeningitis virus/*physiologyMicroscopy ConfocalMolecular Biology*Protein MultimerizationProtein Processing Post-Translational*Protein Sorting SignalsProtein Subunits/metabolismProtein TransportViral Structural Proteins/*metabolism",NA,"","Arenavirus stable signal peptide is the keystone subunit for glycoprotein complex organization"
"pubmed-25380697",0,"NDC-SOLES","AnimalsAstrocytes/drug effects/ultrastructureCalcitonin Gene-Related Peptide/metabolismCalcium-Binding Proteins/*metabolismGlial Fibrillary Acidic Protein/metabolismMiceMice Inbred C57BLMicrofilament Proteins/*metabolismMotor Neurons/pathologyNAV1.6 Voltage-Gated Sodium Channel/*geneticsNeurodegenerative Diseases/*genetics/*pathologyNeuroglia/*pathologySpinal Cord Diseases/*genetics/*pathology",NA,"","Glial reaction in the spinal cord of the degenerating muscle mouse (Scn8a (dmu))"
"pubmed-25401971",0,"NDC-SOLES","Aging/*drug effects/metabolism/pathologyAlzheimer Disease/chemically induced/*drug therapy/metabolism/physiopathologyAnimalsAntioxidants/*pharmacologyBrain/metabolism/physiopathologyDisease Models AnimalGalactose/*toxicityInflammation/chemically induced/drug therapy/metabolism/physiopathologyMAP Kinase Kinase 4/*metabolismMaleMelatonin/*pharmacologyMemory Disorders/chemically induced/*drug therapy/metabolism/physiopathologyMiceReceptor for Advanced Glycation End ProductsReceptors ImmunologicSignal Transduction/*drug effectsTranscription Factor RelA/*metabolismD-galactosemelatoninmemory impairmentneurodegenerationneuroinflammationreactive oxygen species",NA,"","Melatonin attenuates D-galactose-induced memory impairment neuroinflammation and neurodegeneration via RAGE/NF-K B/JNK signaling pathway in aging mouse model"
"pubmed-25416276",0,"NDC-SOLES","AnimalsBlast Crisis/genetics/*mortality/pathologyBone Marrow/*enzymology/pathology*Cell DifferentiationCell LineCell Transformation Neoplastic/genetics/*metabolism/pathology*DNA (Cytosine-5-)-MethyltransferasesDNA Methyltransferase 3AHematopoiesis/geneticsHematopoietic Stem Cells/*enzymology/pathologyLeukemia Myeloid Acute/*enzymology/genetics/pathologyMiceMice KnockoutMutationProto-Oncogene Proteins c-kit/genetics/*metabolism",NA,"","Enforced differentiation of Dnmt3a-null bone marrow leads to failure with c-Kit mutations driving leukemic transformation"
"pubmed-25425100",0,"NDC-SOLES","AdolescentAdultAfrican Americans/*psychologyChildChild Behavior/psychologyChild Behavior Disorders/*psychologyFemaleHumansInternal-External ControlMaleMental HealthMiddle Aged*Parent-Child Relations/ethnologyParenting/ethnology/*psychologyParents/psychologyPerception*Residence CharacteristicsStress Psychological/ethnology/*psychologySurveys and Questionnaires",NA,"","Relations of Parenting to Adolescent Externalizing and Internalizing Distress Moderated by Perception of Neighborhood Danger"
"pubmed-25444158",1,"NDC-SOLES","AnimalsAnimals NewbornCerebral Cortex/*abnormalities/*growth & developmentConditioning Psychological/physiologyDendritic Spines/pathology/physiologyEndophenotypesExploratory Behavior/physiologyFear/physiology*HaploinsufficiencyHippocampus/abnormalities/growth & developmentMaze Learning/physiologyMice TransgenicNeural Pathways/abnormalities/growth & developmentPyramidal Cells/pathology/*physiologySensory Deprivation/physiologyVibrissae/physiologyras GTPase-Activating Proteins/*deficiency/*geneticsAutism spectrum disorderDevelopmentEpilepsyIntellectual disabilityMouse modelSynapseSyngap1",NA,"","Syngap1 haploinsufficiency damages a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly"
"pubmed-25447297",0,"NDC-SOLES","Analysis of VarianceAnimalsAttention Deficit Disorder with Hyperactivity/*etiology/geneticsDisease Models AnimalMaleMotivation/*physiologyPolydipsia/*etiologyRatsRats Inbred SHRRats Inbred WKYRats Wistar*Reinforcement ScheduleSpecies SpecificityBermHyperactivityLicking BoutsSchedule-induced polydipsiaSpontaneously hypertensive rat",NA,"","A microstructural analysis of schedule-induced polydipsia reveals incentive-induced hyperactivity in an animal model of ADHD"
"pubmed-25485098",1,"NDC-SOLES","creatinine; guanidinoacetic acid; amnesia; animal behavior; animal experiment; animal model; anxiety; Article; brain cortex; brain region; cerebral creatine transporter deficiency; controlled study; CrT gene; exon; gene; gene deletion; hippocampus; locomotion; metabolic disorder; motor activity; mouse; nonhuman; protein depletion; Slc6a8 gene; spatial learning; spatial memory; weight reduction; working memory",NA,"","A novel mouse model of creatine transporter deficiency"
"pubmed-25495444",0,"NDC-SOLES","AnimalsCentral Nervous System/embryology/*parasitology/pathologyCoccidiosis/pathology/*veterinaryGoat Diseases/embryology/parasitology/*pathologyGoats/embryology/parasitologyMale*NeosporaNeuroglia/*parasitology/pathology",NA,"","Histological and immunohistochemical characterization of the inflammatory and glial cells in the central nervous system of goat fetuses and adult male goats naturally infected with Neospora caninum"
"pubmed-25511699",0,"NDC-SOLES","Azacitidine/*analogs & derivatives/pharmacologyCulture Media/metabolismDNA (Cytosine-5-)-Methyltransferase 1DNA (Cytosine-5-)-Methyltransferases/*antagonists &inhibitors/genetics/metabolismDNA Methyltransferase 3ADecitabineDrug Evaluation PreclinicalEnzyme Inhibitors/isolation & purification/*pharmacologyFlocculationGalactokinase/geneticsGlucose/metabolismHumansMannose-Binding Lectins/*antagonists & inhibitors/biosynthesis/geneticsPromoter Regions GeneticRNA Messenger/antagonists & inhibitors/biosynthesis/geneticsSaccharomyces cerevisiae/enzymology/geneticsSaccharomyces cerevisiae Proteins/*antagonists & inhibitors/biosynthesis/geneticsTransformation Genetic5-aza-2′-deoxycytidine (5AZ)DNA methyltransferase (DNMT)Flo1",NA,"","Human DNA methyltransferase gene-transformed yeasts display an inducible flocculation inhibited by 5-aza-2'-deoxycytidine"
"pubmed-25533034",0,"NDC-SOLES","AnimalsCell Differentiation/geneticsCell Proliferation/geneticsCell Transformation Neoplastic/geneticsChild PreschoolDown Syndrome/complications/*genetics/physiopathologyErythroid Cells/metabolismErythropoiesis/*geneticsHEK293 CellsHumansK562 CellsLeukemia Myeloid Acute/*genetics/pathologyMegakaryocytes/physiologyMiceMice Inbred C57BLMice TransgenicMicroRNAs/genetics/*physiologyTumor Cells Cultured",NA,"","MicroRNA-486-5p is an erythroid oncomiR of the myeloid leukemias of Down syndrome"
"pubmed-25533347",1,"NDC-SOLES","Actin Cytoskeleton/*metabolismAnimalsBrain/cytology/growth & development/metabolism*Cell MovementCells CulturedCytoskeletal ProteinsHumansMiceMice Inbred ICR*NeurogenesisNeurons/cytology/*metabolism/physiologyNeuropeptides/metabolismNuclear Proteins/genetics/*metabolismPseudopodia/metabolismTranscription Factorscdc42 GTP-Binding Protein/metabolismrac1 GTP-Binding Protein/metabolism",NA,"","Cytoskeletal regulation by AUTS2 in neuronal migration and neuritogenesis"
"pubmed-25586771",0,"NDC-SOLES","AnimalsBreast Neoplasms/*genetics/*metabolism/pathologyCell Line Tumor*Cell Self RenewalCell Transformation Neoplastic/genetics/metabolismDisease Models AnimalFemaleGene Expression*Gene Expression Regulation NeoplasticGene Knockdown TechniquesHeterograftsHumansHyaluronan Receptors/metabolismImmunophenotypingMCF-7 CellsMatrix Attachment Region Binding Proteins/*genetics/metabolismNeoplastic Stem Cells/*metabolismNuclear Proteins/*geneticsReceptors Notch/genetics/*metabolismSnail Family Transcription FactorsSpheroids CellularTranscription Factors/*geneticsTumor Cells CulturedTwist-Related Protein 1/*genetics",NA,"","Special AT-rich sequence-binding protein-1 participates in the maintenance of breast cancer stem cells through regulation of the Notch signaling pathway and expression of Snail1 and Twist1"
"pubmed-25608112",0,"NDC-SOLES","AnimalsCasein Kinase II/*metabolismEnzyme ActivationFusion Proteins bcr-abl/*physiologyHumansMiceNIH 3T3 CellsPTEN Phosphohydrolase/*metabolismPhosphatidylinositol Phosphates/metabolismPhosphorylation*Protein Processing Post-TranslationalChronic Myeloid LeukemiaPtencasein kinase IItumor suppressor",NA,"","BCR-ABL inactivates cytosolic PTEN through Casein Kinase II mediated tail phosphorylation"
"pubmed-25627799",0,"NDC-SOLES","Adenocarcinoma/pathology/*prevention & controlAnimalsAntineoplastic Agents Phytogenic/*pharmacology/therapeutic useBiomarkers/metabolismCarcinogenesis/*drug effects/genetics/metabolismEpithelial-Mesenchymal Transition/*drug effects/geneticsMaleMiceMice Inbred C57BLMice KnockoutNaphthoquinones/*pharmacology/therapeutic useOrchiectomyPTEN Phosphohydrolase/geneticsProstatic Intraepithelial Neoplasia/drug therapy/pathologyProstatic Neoplasms/pathology/*prevention & controlProtein Kinase C-epsilon/metabolismSTAT3 Transcription Factor/metabolismSignal Transduction/drug effects/genetics",NA,"","Plumbagin Inhibits Prostate Carcinogenesis in Intact and Castrated PTEN Knockout Mice via Targeting PKCε Stat3 and Epithelial-to-Mesenchymal Transition Markers"
"pubmed-25629734",0,"NDC-SOLES","Abnormalities Multiple/pathologyAdolescentAdultAnimalsChildChild PreschoolCraniofacial Abnormalities/*diagnostic imaging/pathologyDevelopmental DisabilitiesFemaleHallux/*abnormalities/*diagnostic imaging/pathologyHumansIntellectual Disability/*diagnostic imaging/pathologyNails Malformed/*diagnostic imaging/pathologyRadiographySeizures/diagnostic imaging/*pathologyThumb/*abnormalities/diagnostic imaging/pathology",NA,"","Two cases of Temple-Baraitser syndrome: natural history and further delineation of the clinical and radiologic phenotypes"
"pubmed-25636876",0,"NDC-SOLES","AnimalsAnticonvulsants/*pharmacologyBrain/drug effects/pathologyFicus/*chemistryGuanosine 5'-O-(3-Thiotriphosphate)Hippocampus/drug effectsKindling Neurologic/*drug effectsLearning/*drug effectsMaleMicePentylenetetrazolePlant Extracts/*pharmacologyRatsReceptors GABA/metabolismReceptors Glutamate/metabolismSeizures/*drug therapyEpilepsyFicus platyphyllaGabaGlutamateKindlingNeuronal cell loss",NA,"","Methanol extract of Ficus platyphylla ameliorates seizure severity cognitive deficit and neuronal cell loss in pentylenetetrazole-kindled mice"
"pubmed-25647637",0,"NDC-SOLES","AnimalsBody Patterning/*geneticsBone Morphogenetic Proteins/genetics/*metabolismCell DifferentiationDiffusion Chambers CultureEmbryo MammalianEpithelial Cells/cytology/metabolismGene Expression Regulation DevelopmentalMiceMice TransgenicNephrons/cytology/growth & development/*metabolismOrgan Culture TechniquesPTEN Phosphohydrolase/genetics/*metabolismPhosphatidylinositol 3-Kinases/genetics/metabolismProto-Oncogene Proteins c-akt/genetics/metabolismRNA Small Interfering/genetics/metabolismReceptors Notch/antagonists & inhibitors/genetics/*metabolismSignal Transductionbeta Catenin/genetics/*metabolismBmpNotchPi3kbeta-catenindevelopmental biologykidney developmentmousepatterningstem cells",NA,"","Integrated β-catenin BMP PTEN and Notch signalling patterns the nephron"
"pubmed-25681535",0,"NDC-SOLES","AnimalsAnticonvulsants/*administration & dosageBrain/drug effects/physiopathologyDisease Models AnimalElectroencephalographyEpilepsy/*drug therapyHippocampus/drug effects/pathologyKainic AcidMaleMiceMice KnockoutMicroglia/drug effects/metabolismNeurons/drug effects/pathologyPeptides Cyclic/*administration & dosage/analysisPilocarpineReceptor Anaphylatoxin C5a/*antagonists & inhibitors/geneticsSeizures/drug therapyTumor Necrosis Factor-alpha/metabolismAnticonvulsantC5aC5ar1ComplementEpilepsyNeurodegenerationPmx53SeizureStatus epilepticus",NA,"","A novel anticonvulsant mechanism via inhibition of complement receptor C5ar1 in murine epilepsy models"
"pubmed-25693964",1,"NDC-SOLES","AnimalsCell Line TransformedCell Line Tumor*Cell Nucleus/genetics/metabolism/pathologyDrosophila melanogaster*Fragile X Mental Retardation Protein/genetics/metabolism*Fragile X Syndrome/genetics/metabolism/pathologyHumansMaleMice*Mutation*Nuclear Localization Signals/genetics/metabolismProtein Structure TertiaryProtein Transport/genetics*Trinucleotide Repeat ExpansionDrosophilaaxon guidancefragile X syndromenuclear exportnucleolus",NA,"","A novel fragile X syndrome mutation reveals a conserved role for the carboxy-terminus in FMRP localization and function"
"pubmed-25694335",0,"NDC-SOLES","Aging/*physiologyAnimalsCell Differentiation/*physiologyCells CulturedDown Syndrome/*geneticsFibroblasts/cytologyHumansInduced Pluripotent Stem Cells/*cytologyMitochondria/geneticsNeurons/*cytologyDown syndromeNeurodegenerationNeurogenesisNeuronal differentiation",NA,"","Brief report: isogenic induced pluripotent stem cell lines from an adult with mosaic down syndrome model accelerated neuronal ageing and neurodegeneration"
"pubmed-25744401",0,"NDC-SOLES","Aging/*physiologyAnimalsGlutamates/*physiologyHabituation Psychophysiologic/*physiologyLearning Disabilities/genetics/psychologyMaleMaze Learning/*physiologyMiceMice Inbred C57BLMice KnockoutNeurons/*physiologyPsychomotor Performance/physiologyReceptor Cannabinoid CB1/genetics/*physiologySpatial MemoryAgingCB1 receptorGlu-CB1-KOHabituationMorris Water MazeSpatial learningWater Cross Maze",NA,"","Age differences in the role of the cannabinoid type 1 receptor on glutamatergic neurons in habituation and spatial memory acquisition"
"pubmed-25745860",0,"NDC-SOLES","AnimalsAstrocytes/*metabolism/ultrastructureGlial Fibrillary Acidic Protein/*metabolism*Imaging Three-Dimensional*Microscopy ConfocalNerve Tissue Proteins/metabolismPrefrontal Cortex/*cytologyRatsAstrocyte arbor reconstructionAstrocyte quantificationHarmonic co-clusteringL-measureMachine learningQuantitative arbor analytics",NA,"","Quantitative 3-D analysis of GFAP labeled astrocytes from fluorescence confocal images"
"pubmed-25772164",0,"NDC-SOLES","AnimalsAstrocytes/*metabolismCells CulturedGlial Fibrillary Acidic Protein/genetics/metabolismHSP27 Heat-Shock Proteins/genetics/*metabolismHumansNeurons/*metabolismProtein FoldingRNA Messenger/genetics/metabolismRatsTauopathies/*metabolismVimentin/genetics/metabolismtau Proteins/chemistry/*metabolismAlzheimer's diseaseAstrocyteHsp27TauopathyTransgenic ratTruncated tau protein",NA,"","Intraneuronal accumulation of misfolded tau protein induces overexpression of Hsp27 in activated astrocytes"
"pubmed-25788692",0,"NDC-SOLES","AnimalsEpilepsy/pathology/*physiopathologyHippocampus/*physiopathologyMaleRandom AllocationRatsRats Wistar*Theta Rhythmcoherencemultisite silicon probesproximodistaltheta oscillations",NA,"","Proximodistal structure of theta coordination in the dorsal hippocampus of epileptic rats"
"pubmed-25796567",0,"NDC-SOLES","Amygdala/metabolismAnalysis of VarianceAnimalsBenzodioxoles/*therapeutic useDisease Models AnimalEnzyme Inhibitors/*therapeutic useEpilepsy/etiologyGene Expression Regulation/drug effects/geneticsGreen Fluorescent Proteins/genetics/metabolismKindling Neurologic/*geneticsMaleMiceMice TransgenicMonoacylglycerol Lipases/*metabolismPiperidines/*therapeutic useReaction Time/drug effectsReceptor Cannabinoid CB1/genetics/*metabolismAnandamideEndocannabinoid systemEpileptogenesisFaahFatty acid amide hydrolase",NA,"","Inhibition of monoacylglycerol lipase mediates a cannabinoid 1-receptor dependent delay of kindling progression in mice"
"pubmed-25806467",0,"NDC-SOLES","Adenoma/drug therapy/pathologyAnimalsAnthraquinones/isolation & purification/*pharmacologyAntineoplastic Agents/isolation & purification/*pharmacologyApoptosis/*drug effectsAscomycota/metabolismCell Line TumorCell Proliferation/drug effectsChinaHumansPituitary Neoplasms/*drug therapy/pathologyProlactinoma/drug therapy/pathologyProto-Oncogene Proteins c-akt/antagonists & inhibitorsRatsSecondary Metabolism",NA,"","The marine metabolite SZ-685C induces apoptosis in primary human nonfunctioning pituitary adenoma cells by inhibition of the Akt pathway in vitro"
"pubmed-25807484",1,"NDC-SOLES","AnimalsAutistic Disorder/*genetics/*metabolismBrain/embryology/*metabolismCatenins/*deficiency/*genetics/metabolismCells CulturedChromatin/genetics/metabolismDNA Copy Number Variations/geneticsEmbryo Mammalian/cytology/metabolismExome/geneticsFemaleGene ExpressionGene Expression Regulation DevelopmentalHippocampus/pathologyHumansMaleMiceModels GeneticMultifactorial Inheritance/geneticsMutation MissenseNerve NetNeurons/cytology/metabolismSex CharacteristicsZebrafish/embryology/genetics/metabolism",NA,"","Loss of δ-catenin function in severe autism"
"pubmed-25816842",1,"NDC-SOLES","AnimalsCA1 Region Hippocampal/metabolism/*physiologyCarrier Proteins/metabolismGABAergic Neurons/metabolism/*physiologyInterneurons/metabolismMembrane PotentialsMembrane Proteins/metabolismMice Inbred C57BLMice KnockoutNerve Tissue Proteins/genetics/metabolism/*physiologyNeural InhibitionParvalbumins/metabolismPost-Synaptic Density/metabolismPyramidal Cells/metabolism/*physiology*Synaptic TransmissionGABAergic synapseexcitatory synapsehippocampusinterneuronssynaptic transmission",NA,"","Shank1 regulates excitatory synaptic transmission in mouse hippocampal parvalbumin-expressing inhibitory interneurons"
"pubmed-25829446",0,"NDC-SOLES","AnimalsBreast Neoplasms/*metabolismCell Line TumorCell Movement/genetics/*physiologyDNA Primers/geneticsFluorescent Antibody TechniqueGene Knockout TechniquesGenetic VectorsGuanine Nucleotide Exchange Factors/genetics/*metabolismHumansImmunoblottingImmunoprecipitationLentivirusMiceNeoplasm Invasiveness/*prevention & controlPTEN Phosphohydrolase/genetics/*metabolismPolymerase Chain ReactionRNA Small Interfering/geneticsStatistics Nonparametricrac1 GTP-Binding Protein/*metabolism",NA,"","PTEN inhibits PREX2-catalyzed activation of RAC1 to restrain tumor cell invasion"
"pubmed-25843668",0,"NDC-SOLES","AnimalsBody Weight/drug effectsCA1 Region Hippocampal/drug effects/*metabolism/pathology/*physiopathologyMalePyrroles/pharmacologyQuinazolines/pharmacologyRatsRats WistarReceptor PAR-1/antagonists & inhibitors/*metabolismStatus Epilepticus/*metabolism/pathologyThrombin/*metabolismEpileptogenesisHippocampusPilocarpineProtease-activated receptorStatus epilepticusThrombin",NA,"","Contribution of protease-activated receptor 1 in status epilepticus-induced epileptogenesis"
"pubmed-25884016",0,"NDC-SOLES","amygdalacorticotropin releasing hormoneepilepsyinfantile spasmsseizuresstress",NA,"","Hyper-excitability and epilepsy generated by chronic early-life stress"
"pubmed-25891414",0,"NDC-SOLES","AnimalsColumbidaeConditioning Operant/*physiologyExtinction Psychological/*physiologyHumansMaleReinforcement Schedule*Reinforcement Psychologybehavioral momentum theorypigeonrenewaltranslational researchtreatment relapse",NA,"","Basic and translational evaluation of renewal of operant responding"
"pubmed-25892183",0,"NDC-SOLES","Adaptor Proteins Signal Transducing/genetics/metabolismAnimalsCase-Control StudiesCells CulturedChildChild PreschoolCollagen Type I/genetics/metabolismCollagen Type I alpha 1 ChainCollagen Type VI/genetics/metabolismFibrillin-1FibrillinsFibroblasts/metabolismFibrosis/genetics/metabolismHumansInfantMembrane Proteins/genetics/metabolismMiceMice Inbred mdxMicroRNAs/*geneticsMicrofilament Proteins/genetics/metabolismMuscular Dystrophy Duchenne/*genetics/metabolism/pathologyMyoblasts/metabolismPTEN Phosphohydrolase/genetics/metabolismPhosphoproteins/genetics/metabolismRNA Messenger/genetics/metabolismYY1 Transcription Factor/genetics/metabolismDuchenne muscular dystrophyFibroblastFibrosisMiR-21MiR-29Myoblastmdx mouse",NA,"","Opposing roles of miR-21 and miR-29 in the progression of fibrosis in Duchenne muscular dystrophy"
"pubmed-25909163",0,"NDC-SOLES","AdultAgedAnimalsAntineoplastic Combined Chemotherapy Protocols/*therapeutic useBlotting WesternCell Cycle/drug effectsCisplatin/administration & dosageDisease Models AnimalFemaleFlow CytometryHumansImmunohistochemistryMaleMetformin/administration & dosageMiceMiddle AgedOligonucleotide Array Sequence AnalysisReal-Time Polymerase Chain ReactionSignal Transduction/drug effectsSirolimus/administration & dosageStomach Neoplasms/*drug therapy/pathologyTranscriptome/*drug effectsXenograft Model Antitumor Assaysexperimental therapygastric cancergene expressionmetforminmouse model",NA,"","Metformin potentiates rapamycin and cisplatin in gastric cancer in mice"
"pubmed-25943585",0,"NDC-SOLES","*AgingAnalysis of VarianceAnimalsAnticonvulsants/therapeutic useBrain/pathology/physiopathologyChi-Square Distribution*Disease Models AnimalElectrocoagulation/adverse effectsElectroencephalographyFunctional LateralityInfarction Middle Cerebral Artery/*complications/etiologyLorazepam/therapeutic useMaleMiceMice Inbred C57BLPhenytoin/analogs & derivatives/therapeutic useSeizures/diagnosis/drug therapy/*etiology/pathologyTime FactorsAgingAnimal modelAnticonvulsantConvulsionEegEpilepsyIschemiaSeizuresStroke",NA,"","Modeling early-onset post-ischemic seizures in aging mice"
"pubmed-25985793",0,"NDC-SOLES","AnimalsBehavior AnimalBirth WeightBlastocyst/*pathologyBlastocyst Inner Cell Mass/pathologyCorticosterone/bloodDevelopmental Disabilities/*etiologyEmbryo Implantation*Embryonic DevelopmentFemaleGrowth Disorders/*etiologyMaleMaternal Exposure/*adverse effectsMice Inbred ICRPregnancyPregnancy Complications/blood/pathology/*physiopathologyRestraint PhysicalStress PhysiologicalStress Psychological/blood/pathology/*physiopathologyWeight Gain",NA,"","Stress exposure during the preimplantation period affects blastocyst lineages and offspring development"
"pubmed-25988861",0,"NDC-SOLES","Agammaglobulinemia/geneticsAnimalsB-Lymphocytes/*metabolismBone Marrow/*metabolismCell Differentiation/geneticsCommon Variable Immunodeficiency/*geneticsCpG IslandsDNA Methylation/*geneticsEpigenesis Genetic/*geneticsGene Expression ProfilingHorsesLymphocyte Activation/*geneticsLymphopenia/geneticsPrecursor Cells B-Lymphoid/metabolismRNA Messenger/*metabolismTranscriptomeB cell differentiationBone marrowCvidEquinePax5",NA,"","Bone marrow transcriptome and epigenome profiles of equine common variable immunodeficiency patients unveil block of B lymphocyte differentiation"
"pubmed-26002626",0,"NDC-SOLES","AnimalsAnticonvulsants/*pharmacologyBrain/drug effects/physiologyCells CulturedEpilepsy/drug therapy/physiopathologyExcitatory Postsynaptic Potentials/drug effectsGlutamates/*pharmacologyGlutamic Acid/*metabolismMice Inbred C57BLMiniature Postsynaptic Potentials/drug effectsNeurons/*drug effects/physiologyNeurotransmitter Agents/*pharmacologyPatch-Clamp TechniquesReceptors Glutamate/metabolismSynapses/drug effects/physiologySynaptic Transmission/drug effects/physiologyTissue Culture TechniquesEpilepsyFalse transmitterGlutamateSynaptic transmissionSynaptic vesicleTransmitter release",NA,"","Effects of 3-aminoglutarate a ""silent"" false transmitter for glutamate neurons on synaptic transmission and epileptiform activity"
"pubmed-26019015",0,"NDC-SOLES","Alzheimer Disease/*drug therapy/genetics/*pathology/physiopathologyAnimalsAntigens CD/genetics/metabolismAvoidance Learning/drug effectsBlood-Brain Barrier/drug effects/metabolism/*pathology/physiopathologyCadherins/genetics/metabolismCerebrovascular Circulation/drug effectsClaudin-5/genetics/metabolismCystathionine beta-Synthase/metabolismDizocilpine Maleate/pharmacologyGene Expression Regulation/drug effectsGlial Fibrillary Acidic Protein/genetics/metabolismHomocysteineHydrogen Sulfide/pharmacology/*therapeutic useIntercellular Adhesion Molecule-1/genetics/metabolismMaleMatrix Metalloproteinase 2/metabolismMatrix Metalloproteinase 9/metabolismMemory/drug effectsMice Inbred C57BLMicrotubule-Associated Proteins/genetics/metabolismMicrovessels/drug effects/pathologyNerve Tissue Proteins/genetics/metabolismPermeabilityRNA Messenger/genetics/metabolismSynapses/drug effects/*pathologyAlzheimer’s diseaseBlood–brain barrier dysfunctionCerebrovascular pathologyDementia",NA,"","Hydrogen Sulfide Ameliorates Homocysteine-Induced Alzheimer's Disease-Like Pathology Blood-Brain Barrier Disruption and Synaptic Disorder"
"pubmed-26025967",0,"NDC-SOLES","Allosteric Site/drug effects/*physiologyAnimalsDose-Response Relationship DrugFemaleHumansHydrocarbons Brominated/*metabolism/*pharmacologyIndole Alkaloids/*metabolism/*pharmacologyProtein Isoforms/agonists/metabolismProtein Subunits/agonists/metabolismReceptors Nicotinic/*metabolismXenopus laevis",NA,"","Desformylflustrabromine Modulates α4β2 Neuronal Nicotinic Acetylcholine Receptor High- and Low-Sensitivity Isoforms at Allosteric Clefts Containing the β2 Subunit"
"pubmed-26032619",0,"NDC-SOLES","AnimalsAnticonvulsants/*chemical synthesis/*pharmacology/toxicityBehavior AnimalBrain/drug effects/physiopathologyDisease Models Animal*Drug DesignElectroshockImidazoles/*chemical synthesis/*pharmacology/toxicityMaleMiceMolecular StructureMotor Activity/drug effectsPentylenetetrazoleSeizures/chemically induced/physiopathology/*prevention & controlStructure-Activity Relationship13-Diazaspiro[4.5]decan-4-onesAnticonvulsantsEpilepsy",NA,"","Synthesis and Anticonvulsant Activity of Substituted-13-diazaspiro[4.5]decan-4-ones"
"pubmed-26042820",0,"NDC-SOLES","AnimalsApoptosis/*drug effects/geneticsBerberine/*pharmacologyBlastocyst/cytology/drug effects/metabolismCell CountEmbryonic Development/drug effects/*geneticsFemaleGene Expression Regulation Developmental/*drug effectsMiceMicroRNAs/*genetics/metabolismPregnancyTranscription Genetic/drug effects",NA,"","The Anti-Apoptotic Role of Berberine in Preimplantation Embryo In Vitro Development through Regulation of miRNA-21"
"pubmed-26066718",1,"NDC-SOLES","Adaptation Ocular/geneticsAnimalsBehavior Animal/*physiology*Chromosome DeletionChromosomes Human Pair 16/*geneticsDisease Models AnimalExploratory Behavior/physiologyFemaleGenotypeHumansInterpersonal RelationsLuminescent Proteins/genetics/metabolismMaleMaze Learning/physiologyMental Disorders/*genetics/*physiopathologyMiceMice TransgenicPhenotypeRecognition Psychology/physiologyVocalization Animal/physiology",NA,"","In tribute to Bob Blanchard: Divergent behavioral phenotypes of 16p11.2 deletion mice reared in same-genotype versus mixed-genotype cages"
"pubmed-26072265",0,"NDC-SOLES","AnimalsDNA (Cytosine-5-)-Methyltransferases/*metabolism*DNA Methylation/drug effects/physiologyEpoetin Alfa/*pharmacologyHematinics/pharmacologyHippocampus/metabolismMale*Memory/drug effects/physiologyMice*Spatial Learning/drug effects/physiologyTreatment OutcomeDNA methylationErythropoietinLearning and memory",NA,"","DNA methylation is necessary for erythropoietin to improve spatial learning and memory in SAMP8 mice"
