"REVIEW_ID","ITEM_ID","LABEL"
"NDC-SOLES","pubmed-28483592",0
"NDC-SOLES","pubmed-28508204",0
"NDC-SOLES","pubmed-28513774",0
"NDC-SOLES","pubmed-28555070",99
"NDC-SOLES","pubmed-28564587",0
"NDC-SOLES","pubmed-28576733",0
"NDC-SOLES","pubmed-28576854",99
"NDC-SOLES","pubmed-28632203",99
"NDC-SOLES","pubmed-28669662",99
"NDC-SOLES","pubmed-28671246",0
"NDC-SOLES","pubmed-28674175",1
"NDC-SOLES","pubmed-28681918",99
"NDC-SOLES","pubmed-28686793",0
"NDC-SOLES","pubmed-28697972",0
"NDC-SOLES","pubmed-28716963",0
"NDC-SOLES","pubmed-28758209",0
"NDC-SOLES","pubmed-28762254",0
"NDC-SOLES","pubmed-28777058",0
"NDC-SOLES","pubmed-28785288",0
"NDC-SOLES","pubmed-28819903",99
"NDC-SOLES","pubmed-28821669",0
"NDC-SOLES","pubmed-28840054",0
"NDC-SOLES","pubmed-28852125",0
"NDC-SOLES","pubmed-28854222",99
"NDC-SOLES","pubmed-28860984",0
"NDC-SOLES","pubmed-28865486",0
"NDC-SOLES","pubmed-28888922",0
"NDC-SOLES","pubmed-28890778",0
"NDC-SOLES","pubmed-28901428",0
"NDC-SOLES","pubmed-28902710",0
"NDC-SOLES","pubmed-28921898",0
"NDC-SOLES","pubmed-28928363",0
"NDC-SOLES","pubmed-28932379",1
"NDC-SOLES","pubmed-28960670",99
"NDC-SOLES","pubmed-28972046",0
"NDC-SOLES","pubmed-28973338",99
"NDC-SOLES","pubmed-29021759",0
"NDC-SOLES","pubmed-29028826",0
"NDC-SOLES","pubmed-29035307",0
"NDC-SOLES","pubmed-29049287",0
"NDC-SOLES","pubmed-29071012",99
"NDC-SOLES","pubmed-29073181",0
"NDC-SOLES","pubmed-29088697",99
"NDC-SOLES","pubmed-29101799",0
"NDC-SOLES","pubmed-29105069",0
"NDC-SOLES","pubmed-29138107",0
"NDC-SOLES","pubmed-29142171",0
"NDC-SOLES","pubmed-29152770",0
"NDC-SOLES","pubmed-29203851",0
"NDC-SOLES","pubmed-29217155",1
"NDC-SOLES","pubmed-29254219",0
"NDC-SOLES","pubmed-29288796",99
"NDC-SOLES","pubmed-29288874",0
"NDC-SOLES","pubmed-29297264",0
"NDC-SOLES","pubmed-29311892",0
"NDC-SOLES","pubmed-29330041",0
"NDC-SOLES","pubmed-29358017",1
"NDC-SOLES","pubmed-29360992",0
"NDC-SOLES","pubmed-29377906",0
"NDC-SOLES","pubmed-29402324",99
"NDC-SOLES","pubmed-29414524",99
"NDC-SOLES","pubmed-29417472",99
"NDC-SOLES","pubmed-29427595",0
"NDC-SOLES","pubmed-29434809",0
"NDC-SOLES","pubmed-29436695",0
"NDC-SOLES","pubmed-29440992",0
"NDC-SOLES","pubmed-29477655",99
"NDC-SOLES","pubmed-29481897",1
"NDC-SOLES","pubmed-29515791",0
"NDC-SOLES","pubmed-29518407",0
"NDC-SOLES","pubmed-29524569",0
"NDC-SOLES","pubmed-29540737",99
"NDC-SOLES","pubmed-29615404",99
"NDC-SOLES","pubmed-29617673",0
"NDC-SOLES","pubmed-29618778",0
"NDC-SOLES","pubmed-29637443",0
"NDC-SOLES","pubmed-29651330",99
"NDC-SOLES","pubmed-29653294",0
"NDC-SOLES","pubmed-29655084",0
"NDC-SOLES","pubmed-29702408",0
"NDC-SOLES","pubmed-29705977",0
"NDC-SOLES","pubmed-29720452",0
"NDC-SOLES","pubmed-29738885",1
"NDC-SOLES","pubmed-29751999",0
"NDC-SOLES","pubmed-29754170",99
"NDC-SOLES","pubmed-29758348",0
"NDC-SOLES","pubmed-29765321",99
"NDC-SOLES","pubmed-29772390",1
"NDC-SOLES","pubmed-29777902",0
"NDC-SOLES","pubmed-29785050",0
"NDC-SOLES","pubmed-29843233",0
"NDC-SOLES","pubmed-29845318",0
"NDC-SOLES","pubmed-29858515",0
"NDC-SOLES","pubmed-29860390",0
"NDC-SOLES","pubmed-29867437",0
"NDC-SOLES","pubmed-29901068",99
"NDC-SOLES","pubmed-29913407",0
"NDC-SOLES","pubmed-29922996",0
"NDC-SOLES","pubmed-29933371",99
"NDC-SOLES","pubmed-29950161",1
"NDC-SOLES","pubmed-29965997",0
"NDC-SOLES","pubmed-29967385",0
"NDC-SOLES","pubmed-29973868",0
"NDC-SOLES","pubmed-30017425",99
"NDC-SOLES","pubmed-30027364",0
"NDC-SOLES","pubmed-30057682",0
"NDC-SOLES","pubmed-30167784",0
"NDC-SOLES","pubmed-30176550",0
"NDC-SOLES","pubmed-30179086",0
"NDC-SOLES","pubmed-30179701",0
"NDC-SOLES","pubmed-30189537",0
"NDC-SOLES","pubmed-30190413",0
"NDC-SOLES","pubmed-30224498",0
"NDC-SOLES","pubmed-30232930",0
"NDC-SOLES","pubmed-30257940",0
"NDC-SOLES","pubmed-30264294",0
"NDC-SOLES","pubmed-30265917",0
"NDC-SOLES","pubmed-30302388",1
"NDC-SOLES","pubmed-30304552",0
"NDC-SOLES","pubmed-30307084",99
"NDC-SOLES","pubmed-30327976",99
"NDC-SOLES","pubmed-30341733",0
"NDC-SOLES","pubmed-30401973",0
"NDC-SOLES","pubmed-30455992",0
"NDC-SOLES","pubmed-30472113",1
"NDC-SOLES","pubmed-30473350",0
"NDC-SOLES","pubmed-30474642",0
"NDC-SOLES","pubmed-30483389",0
"NDC-SOLES","pubmed-30548678",0
"NDC-SOLES","pubmed-30556326",0
"NDC-SOLES","pubmed-30562963",0
"NDC-SOLES","pubmed-30564067",0
"NDC-SOLES","pubmed-30572093",0
"NDC-SOLES","pubmed-30605673",0
"NDC-SOLES","pubmed-30614506",0
"NDC-SOLES","pubmed-30618601",0
"NDC-SOLES","pubmed-30638773",0
"NDC-SOLES","pubmed-30644360",0
"NDC-SOLES","pubmed-30668980",99
"NDC-SOLES","pubmed-30672439",0
"NDC-SOLES","pubmed-30676691",0
"NDC-SOLES","pubmed-30679654",0
"NDC-SOLES","pubmed-30682205",99
"NDC-SOLES","pubmed-30684388",0
"NDC-SOLES","pubmed-30705620",1
"NDC-SOLES","pubmed-30721447",0
"NDC-SOLES","pubmed-30736902",0
"NDC-SOLES","pubmed-30763657",0
"NDC-SOLES","pubmed-30820157",0
"NDC-SOLES","pubmed-30831192",1
"NDC-SOLES","pubmed-30843029",1
"NDC-SOLES","pubmed-30865561",0
"NDC-SOLES","pubmed-30867411",0
"NDC-SOLES","pubmed-30873018",0
"NDC-SOLES","pubmed-30876754",0
"NDC-SOLES","pubmed-30883994",0
"NDC-SOLES","pubmed-30888578",0
"NDC-SOLES","pubmed-30904920",0
"NDC-SOLES","pubmed-30920436",99
"NDC-SOLES","pubmed-30939835",0
"NDC-SOLES","pubmed-30952062",99
"NDC-SOLES","pubmed-30975723",0
"NDC-SOLES","pubmed-31031006",0
"NDC-SOLES","pubmed-31045243",99
"NDC-SOLES","pubmed-31052177",1
"NDC-SOLES","pubmed-31071338",0
"NDC-SOLES","pubmed-31087709",0
"NDC-SOLES","pubmed-31102767",1
"NDC-SOLES","pubmed-31115483",0
"NDC-SOLES","pubmed-31120883",99
"NDC-SOLES","pubmed-31139073",1
"NDC-SOLES","pubmed-31146260",0
"NDC-SOLES","pubmed-31151986",0
"NDC-SOLES","pubmed-31185211",0
"NDC-SOLES","pubmed-31205552",0
"NDC-SOLES","pubmed-31207446",0
"NDC-SOLES","pubmed-31254843",0
"NDC-SOLES","pubmed-31269453",0
"NDC-SOLES","pubmed-31273723",0
"NDC-SOLES","pubmed-31277035",0
"NDC-SOLES","pubmed-31291551",0
"NDC-SOLES","pubmed-31291598",0
"NDC-SOLES","pubmed-31318658",99
"NDC-SOLES","pubmed-31319723",0
"NDC-SOLES","pubmed-31336386",0
"NDC-SOLES","pubmed-31336728",99
"NDC-SOLES","pubmed-31363171",0
"NDC-SOLES","pubmed-31382178",0
"NDC-SOLES","pubmed-31402597",0
"NDC-SOLES","pubmed-31409036",0
"NDC-SOLES","pubmed-31430407",0
"NDC-SOLES","pubmed-31436790",0
"NDC-SOLES","pubmed-31462266",0
"NDC-SOLES","pubmed-31474552",0
"NDC-SOLES","pubmed-31525509",0
"NDC-SOLES","pubmed-31537644",0
"NDC-SOLES","pubmed-31562951",0
"NDC-SOLES","pubmed-31572127",0
"NDC-SOLES","pubmed-31581549",0
"NDC-SOLES","pubmed-31594465",0
"NDC-SOLES","pubmed-31629736",0
"NDC-SOLES","pubmed-31652960",0
"NDC-SOLES","pubmed-31702822",0
"NDC-SOLES","pubmed-31711567",0
"NDC-SOLES","pubmed-31723605",0
"NDC-SOLES","pubmed-31736268",99
"NDC-SOLES","pubmed-31768992",0
"NDC-SOLES","pubmed-31806371",99
"NDC-SOLES","pubmed-31811785",0
"NDC-SOLES","pubmed-31830624",0
"NDC-SOLES","pubmed-31838149",99
"NDC-SOLES","pubmed-31893618",99
"NDC-SOLES","pubmed-31906137",0
"NDC-SOLES","pubmed-31929812",0
"NDC-SOLES","pubmed-31946716",0
"NDC-SOLES","pubmed-31963584",0
"NDC-SOLES","pubmed-31965577",99
"NDC-SOLES","pubmed-31965581",0
"NDC-SOLES","pubmed-31972897",1
"NDC-SOLES","pubmed-31978189",0
"NDC-SOLES","pubmed-31992971",1
"NDC-SOLES","pubmed-31996222",0
"NDC-SOLES","pubmed-32011705",0
"NDC-SOLES","pubmed-32057808",0
"NDC-SOLES","pubmed-32073750",0
"NDC-SOLES","pubmed-32076626",0
"NDC-SOLES","pubmed-32089764",0
"NDC-SOLES","pubmed-32202359",0
"NDC-SOLES","pubmed-32230876",0
"NDC-SOLES","pubmed-32235506",0
"NDC-SOLES","pubmed-32240558",0
"NDC-SOLES","pubmed-32279045",0
"NDC-SOLES","pubmed-32315669",0
"NDC-SOLES","pubmed-32343869",99
"NDC-SOLES","pubmed-32393583",1
"NDC-SOLES","pubmed-32402894",0
"NDC-SOLES","pubmed-32421368",99
"NDC-SOLES","pubmed-32438848",0
"NDC-SOLES","pubmed-32442403",99
"NDC-SOLES","pubmed-32527982",1
"NDC-SOLES","pubmed-32550443",1
"NDC-SOLES","pubmed-32554223",99
"NDC-SOLES","pubmed-32579270",1
"NDC-SOLES","pubmed-32580634",0
"NDC-SOLES","pubmed-32616744",0
"NDC-SOLES","pubmed-32620897",0
"NDC-SOLES","pubmed-32621917",0
"NDC-SOLES","pubmed-32639997",0
"NDC-SOLES","pubmed-32680528",99
"NDC-SOLES","pubmed-32702654",99
"NDC-SOLES","pubmed-32737157",0
"NDC-SOLES","pubmed-32755644",99
"NDC-SOLES","pubmed-32801156",99
"NDC-SOLES","pubmed-32817301",1
"NDC-SOLES","pubmed-32825833",0
"NDC-SOLES","pubmed-32843708",1
"NDC-SOLES","pubmed-32910945",0
"NDC-SOLES","pubmed-32923721",99
"NDC-SOLES","pubmed-32930323",0
"NDC-SOLES","pubmed-32952018",0
"NDC-SOLES","pubmed-32964037",0
"NDC-SOLES","pubmed-32984278",99
"NDC-SOLES","pubmed-32991815",0
"NDC-SOLES","pubmed-32992127",99
"NDC-SOLES","pubmed-32999161",0
"NDC-SOLES","pubmed-33040635",0
"NDC-SOLES","pubmed-33065094",0
"NDC-SOLES","pubmed-33096971",0
"NDC-SOLES","pubmed-33108787",0
"NDC-SOLES","pubmed-33111391",0
"NDC-SOLES","pubmed-33119838",1
"NDC-SOLES","pubmed-33184061",0
"NDC-SOLES","pubmed-33199411",0
"NDC-SOLES","pubmed-33202683",99
"NDC-SOLES","pubmed-33222571",0
"NDC-SOLES","pubmed-33254717",0
"NDC-SOLES","pubmed-33276072",0
"NDC-SOLES","pubmed-33276243",0
"NDC-SOLES","pubmed-33287601",0
"NDC-SOLES","pubmed-33309840",1
"NDC-SOLES","pubmed-33353253",0
"NDC-SOLES","pubmed-33385943",99
"NDC-SOLES","pubmed-33408038",0
"NDC-SOLES","pubmed-33439429",0
"NDC-SOLES","pubmed-33496723",0
"NDC-SOLES","pubmed-33499731",0
"NDC-SOLES","pubmed-33501714",99
"NDC-SOLES","pubmed-33526476",0
"NDC-SOLES","pubmed-33537077",0
"NDC-SOLES","pubmed-33556823",0
"NDC-SOLES","pubmed-33577886",0
"NDC-SOLES","pubmed-33597846",0
"NDC-SOLES","pubmed-33644470",0
"NDC-SOLES","pubmed-33688502",0
"NDC-SOLES","pubmed-33732070",0
"NDC-SOLES","pubmed-33741414",99
"NDC-SOLES","pubmed-33749521",0
"NDC-SOLES","pubmed-33761355",0
"NDC-SOLES","pubmed-33762011",0
"NDC-SOLES","pubmed-33762938",0
"NDC-SOLES","pubmed-33768524",0
"NDC-SOLES","pubmed-33785408",99
"NDC-SOLES","pubmed-33791311",0
"NDC-SOLES","pubmed-33833333",0
"NDC-SOLES","pubmed-33839237",99
"NDC-SOLES","pubmed-33847461",0
"NDC-SOLES","pubmed-33855352",0
"NDC-SOLES","pubmed-33876187",99
"NDC-SOLES","pubmed-33877368",0
"NDC-SOLES","pubmed-33880529",0
"NDC-SOLES","pubmed-33893948",0
"NDC-SOLES","pubmed-33942217",0
"NDC-SOLES","pubmed-33968164",0
"NDC-SOLES","pubmed-33976205",99
"NDC-SOLES","pubmed-33987369",99
"NDC-SOLES","pubmed-33987885",0
"NDC-SOLES","pubmed-33993268",99
"NDC-SOLES","pubmed-33993886",99
"NDC-SOLES","pubmed-33994524",99
"NDC-SOLES","pubmed-34044271",0
"NDC-SOLES","pubmed-34060082",0
"NDC-SOLES","pubmed-34064215",99
"NDC-SOLES","pubmed-34071964",0
"NDC-SOLES","pubmed-34077515",1
"NDC-SOLES","pubmed-34078809",99
"NDC-SOLES","pubmed-34085373",1
"NDC-SOLES","pubmed-34091228",0
"NDC-SOLES","pubmed-34101533",0
"NDC-SOLES","pubmed-34102099",1
"NDC-SOLES","pubmed-34104886",0
"NDC-SOLES","pubmed-34114402",0
"NDC-SOLES","pubmed-34115327",0
"NDC-SOLES","pubmed-34119671",0
"NDC-SOLES","pubmed-34131204",0
"NDC-SOLES","pubmed-34133772",0
"NDC-SOLES","pubmed-34143952",99
"NDC-SOLES","pubmed-34145365",1
"NDC-SOLES","pubmed-34162754",0
"NDC-SOLES","pubmed-34173729",1
"NDC-SOLES","pubmed-34203489",0
"NDC-SOLES","pubmed-34231878",0
"NDC-SOLES","pubmed-34247447",99
"NDC-SOLES","pubmed-34263425",0
"NDC-SOLES","pubmed-34280479",0
"NDC-SOLES","pubmed-34284544",0
"NDC-SOLES","pubmed-34296168",0
"NDC-SOLES","pubmed-34296753",0
"NDC-SOLES","pubmed-34307363",0
"NDC-SOLES","pubmed-34309811",99
"NDC-SOLES","pubmed-34313801",0
"NDC-SOLES","pubmed-34354107",0
"NDC-SOLES","pubmed-34413770",0
"NDC-SOLES","pubmed-34481935",0
"NDC-SOLES","pubmed-34482185",0
"NDC-SOLES","pubmed-34494546",99
"NDC-SOLES","pubmed-34502488",0
"NDC-SOLES","pubmed-34510524",0
"NDC-SOLES","pubmed-34516796",0
"NDC-SOLES","pubmed-34527169",0
"NDC-SOLES","pubmed-34535637",0
"NDC-SOLES","pubmed-34571925",0
"NDC-SOLES","pubmed-34580274",0
"NDC-SOLES","pubmed-34604093",0
"NDC-SOLES","pubmed-34607683",99
"NDC-SOLES","pubmed-34621321",0
"NDC-SOLES","pubmed-34622797",0
"NDC-SOLES","pubmed-34625711",0
"NDC-SOLES","pubmed-34637165",0
"NDC-SOLES","pubmed-34642295",0
"NDC-SOLES","pubmed-34661323",1
"NDC-SOLES","pubmed-34678068",1
"NDC-SOLES","pubmed-34682531",0
"NDC-SOLES","pubmed-34692539",0
"NDC-SOLES","pubmed-34720021",0
"NDC-SOLES","pubmed-34731689",0
"NDC-SOLES","pubmed-34755654",0
"NDC-SOLES","pubmed-34782347",0
"NDC-SOLES","pubmed-34795381",0
"NDC-SOLES","pubmed-34825063",0
"NDC-SOLES","pubmed-34908527",99
"NDC-SOLES","pubmed-34909687",99
"NDC-SOLES","pubmed-34946811",0
"NDC-SOLES","pubmed-34949667",1
"NDC-SOLES","pubmed-34955712",1
"NDC-SOLES","pubmed-34973391",99
"NDC-SOLES","pubmed-34979238",0
"NDC-SOLES","pubmed-34979308",0
"NDC-SOLES","pubmed-34987552",99
"NDC-SOLES","pubmed-35003748",0
"NDC-SOLES","pubmed-35012443",0
"NDC-SOLES","pubmed-35013239",99
"NDC-SOLES","pubmed-35059975",99
"NDC-SOLES","pubmed-35071492",0
"NDC-SOLES","pubmed-35073936",0
"NDC-SOLES","pubmed-35087378",0
"NDC-SOLES","pubmed-35110544",0
"NDC-SOLES","pubmed-35134251",0
"NDC-SOLES","pubmed-35134716",0
"NDC-SOLES","pubmed-35149247",0
"NDC-SOLES","pubmed-35152537",0
"NDC-SOLES","pubmed-35185464",0
"NDC-SOLES","pubmed-35195262",0
"NDC-SOLES","pubmed-35197316",0
"NDC-SOLES","pubmed-35198032",0
"NDC-SOLES","pubmed-35250568",99
"NDC-SOLES","pubmed-35258078",0
"NDC-SOLES","pubmed-35271651",0
"NDC-SOLES","pubmed-35282767",0
"NDC-SOLES","pubmed-35358499",1
"NDC-SOLES","pubmed-35364275",0
"NDC-SOLES","pubmed-35388181",1
"NDC-SOLES","pubmed-35396990",0
"NDC-SOLES","pubmed-35398176",99
"NDC-SOLES","pubmed-35398487",1
"NDC-SOLES","pubmed-35411325",0
"NDC-SOLES","pubmed-35451230",1
"NDC-SOLES","pubmed-35481074",99
"NDC-SOLES","pubmed-35508566",1
"NDC-SOLES","pubmed-35534584",0
"NDC-SOLES","pubmed-35544526",0
"NDC-SOLES","pubmed-35574272",0
"NDC-SOLES","pubmed-35585045",0
"NDC-SOLES","pubmed-35597080",0
"NDC-SOLES","pubmed-35610565",99
"NDC-SOLES","pubmed-35650108",0
"NDC-SOLES","pubmed-35681537",0
"NDC-SOLES","pubmed-35700633",0
"NDC-SOLES","pubmed-35712450",0
"NDC-SOLES","pubmed-35736494",0
"NDC-SOLES","pubmed-35738417",0
"NDC-SOLES","pubmed-35773674",0
"NDC-SOLES","pubmed-35785416",0
"NDC-SOLES","pubmed-35786420",0
"NDC-SOLES","pubmed-35803738",0
"NDC-SOLES","pubmed-35819332",0
"NDC-SOLES","pubmed-35840521",0
"NDC-SOLES","pubmed-35866229",0
"NDC-SOLES","pubmed-35882808",0
"NDC-SOLES","pubmed-35904498",0
"NDC-SOLES","pubmed-35952672",99
"NDC-SOLES","pubmed-35973478",0
"NDC-SOLES","pubmed-35980799",0
"NDC-SOLES","pubmed-36001234",0
"NDC-SOLES","pubmed-36009791",0
"NDC-SOLES","pubmed-36050860",99
"NDC-SOLES","pubmed-36084502",0
"NDC-SOLES","pubmed-36110967",0
"NDC-SOLES","pubmed-36132985",0
"NDC-SOLES","pubmed-36152629",0
"NDC-SOLES","pubmed-36172274",99
"NDC-SOLES","pubmed-36232931",0
"NDC-SOLES","pubmed-36233336",0
"NDC-SOLES","pubmed-36240494",99
"NDC-SOLES","pubmed-36241868",0
"NDC-SOLES","pubmed-36293496",0
"NDC-SOLES","pubmed-36307397",0
"NDC-SOLES","pubmed-36318534",0
"NDC-SOLES","pubmed-36322759",0
"NDC-SOLES","pubmed-36324654",99
"NDC-SOLES","pubmed-36338027",0
"NDC-SOLES","pubmed-36343095",99
"NDC-SOLES","pubmed-36358691",0
"NDC-SOLES","pubmed-36359212",1
"NDC-SOLES","pubmed-36368650",99
"NDC-SOLES","pubmed-36429076",0
"NDC-SOLES","pubmed-36438080",0
"NDC-SOLES","pubmed-36441480",0
"NDC-SOLES","pubmed-7483906",99
"NDC-SOLES","pubmed-7499428",0
"NDC-SOLES","pubmed-7532151",0
"NDC-SOLES","pubmed-7568099",0
"NDC-SOLES","pubmed-7609869",99
"NDC-SOLES","pubmed-7615336",0
"NDC-SOLES","pubmed-7672014",99
"NDC-SOLES","pubmed-7750506",0
"NDC-SOLES","pubmed-7750509",0
"NDC-SOLES","pubmed-7779409",0
"NDC-SOLES","pubmed-7787766",0
"NDC-SOLES","pubmed-7833795",0
"NDC-SOLES","pubmed-7866679",0
"NDC-SOLES","pubmed-7889130",0
"NDC-SOLES","pubmed-7893419",0
"NDC-SOLES","pubmed-7916018",0
"NDC-SOLES","pubmed-7972118",0
"NDC-SOLES","pubmed-7976481",0
"NDC-SOLES","pubmed-8001125",0
"NDC-SOLES","pubmed-8006678",0
"NDC-SOLES","pubmed-8008629",0
"NDC-SOLES","pubmed-8015398",0
"NDC-SOLES","pubmed-8021664",99
"NDC-SOLES","pubmed-8039240",0
"NDC-SOLES","pubmed-8070894",0
"NDC-SOLES","pubmed-8082762",0
"NDC-SOLES","pubmed-8300192",99
"NDC-SOLES","pubmed-8681893",0
"NDC-SOLES","pubmed-8723838",99
"NDC-SOLES","pubmed-8737410",0
"NDC-SOLES","pubmed-8739122",0
"NDC-SOLES","pubmed-8742048",99
"NDC-SOLES","pubmed-8746746",0
"NDC-SOLES","pubmed-8780855",0
"NDC-SOLES","pubmed-8786101",0
"NDC-SOLES","pubmed-8792330",0
"NDC-SOLES","pubmed-8883893",0
"NDC-SOLES","pubmed-8891286",0
"NDC-SOLES","pubmed-8960978",0
"NDC-SOLES","pubmed-9056391",0
"NDC-SOLES","pubmed-9060410",0
"NDC-SOLES","pubmed-9081626",0
"NDC-SOLES","pubmed-9140392",0
"NDC-SOLES","pubmed-9185608",0
"NDC-SOLES","pubmed-9284046",0
"NDC-SOLES","pubmed-9305828",0
"NDC-SOLES","pubmed-9307329",99
"NDC-SOLES","pubmed-9324228",0
"NDC-SOLES","pubmed-9337875",0
"NDC-SOLES","pubmed-9363793",99
"NDC-SOLES","pubmed-9372224",0
"NDC-SOLES","pubmed-9442260",99
"NDC-SOLES","pubmed-9450611",0
"NDC-SOLES","pubmed-9462754",99
"NDC-SOLES","pubmed-9501236",99
"NDC-SOLES","pubmed-9518658",0
"NDC-SOLES","pubmed-9537840",99
"NDC-SOLES","pubmed-9576959",0
"NDC-SOLES","pubmed-9578020",0
"NDC-SOLES","pubmed-9602127",0
"NDC-SOLES","pubmed-9623717",0
"NDC-SOLES","pubmed-9630527",0
"NDC-SOLES","pubmed-9670897",0
"NDC-SOLES","pubmed-9676829",99
"NDC-SOLES","pubmed-9696298",0
"NDC-SOLES","pubmed-9731525",0
"NDC-SOLES","pubmed-9737963",99
"NDC-SOLES","pubmed-9739139",0
"NDC-SOLES","pubmed-9858827",0
"NDC-SOLES","pubmed-9986741",0
"NDC-SOLES","scopus-0028220542",0
"NDC-SOLES","scopus-0028693384",0
"NDC-SOLES","scopus-0028904318",0
"NDC-SOLES","scopus-0029031095",0
"NDC-SOLES","scopus-0029882080",99
"NDC-SOLES","scopus-0029887756",0
"NDC-SOLES","scopus-0030013989",0
"NDC-SOLES","scopus-0030472538",0
"NDC-SOLES","scopus-0030661967",0
"NDC-SOLES","scopus-0030760706",0
"NDC-SOLES","scopus-0030851734",99
"NDC-SOLES","scopus-0030975671",0
"NDC-SOLES","scopus-0031010541",0
"NDC-SOLES","scopus-0031048111",0
"NDC-SOLES","scopus-0031057457",0
"NDC-SOLES","scopus-0032498862",0
"NDC-SOLES","scopus-0032920310",0
"NDC-SOLES","scopus-0032985894",0
"NDC-SOLES","scopus-0033216155",99
"NDC-SOLES","scopus-0033603491",0
"NDC-SOLES","scopus-0033673416",99
"NDC-SOLES","scopus-0033756270",0
"NDC-SOLES","scopus-0033848981",99
"NDC-SOLES","scopus-0033884328",0
"NDC-SOLES","scopus-0033966590",0
"NDC-SOLES","scopus-0033972751",0
"NDC-SOLES","scopus-0033992695",0
"NDC-SOLES","scopus-0034619519",99
"NDC-SOLES","scopus-0034652305",99
"NDC-SOLES","scopus-0034737737",0
"NDC-SOLES","scopus-0034738329",0
"NDC-SOLES","scopus-0034741363",0
"NDC-SOLES","scopus-0034748550",0
"NDC-SOLES","scopus-0034828299",99
"NDC-SOLES","scopus-0035708972",0
"NDC-SOLES","scopus-0035793377",0
"NDC-SOLES","scopus-0035900347",99
"NDC-SOLES","scopus-0035919622",0
"NDC-SOLES","scopus-0038172649",99
"NDC-SOLES","scopus-0038187682",0
"NDC-SOLES","scopus-0041825240",99
"NDC-SOLES","scopus-0041923549",0
"NDC-SOLES","scopus-0042327752",0
"NDC-SOLES","scopus-0141613761",0
"NDC-SOLES","scopus-0344223547",0
"NDC-SOLES","scopus-0348048492",0
"NDC-SOLES","scopus-0348134965",0
"NDC-SOLES","scopus-12144286634",0
"NDC-SOLES","scopus-12844274908",0
"NDC-SOLES","scopus-13944268218",0
"NDC-SOLES","scopus-15744376945",0
"NDC-SOLES","scopus-1642369323",0
"NDC-SOLES","scopus-1842373331",0
"NDC-SOLES","scopus-20344363681",0
"NDC-SOLES","scopus-23644452637",0
"NDC-SOLES","scopus-23844438315",0
"NDC-SOLES","scopus-24344445341",0
"NDC-SOLES","scopus-25444491938",0
"NDC-SOLES","scopus-33646945321",99
"NDC-SOLES","scopus-33745122517",0
"NDC-SOLES","scopus-33745529312",0
"NDC-SOLES","scopus-33746179154",0
"NDC-SOLES","scopus-33746834540",99
"NDC-SOLES","scopus-33748639740",99
"NDC-SOLES","scopus-33845340757",0
"NDC-SOLES","scopus-33845422007",0
"NDC-SOLES","scopus-33846204772",0
"NDC-SOLES","scopus-33947410259",99
"NDC-SOLES","scopus-33947514003",0
"NDC-SOLES","scopus-34250018794",0
"NDC-SOLES","scopus-34447253042",0
"NDC-SOLES","scopus-34547840292",0
"NDC-SOLES","scopus-34548078977",99
"NDC-SOLES","scopus-43549109219",0
"NDC-SOLES","scopus-43649097985",0
"NDC-SOLES","scopus-43849095420",0
"NDC-SOLES","scopus-43949131039",99
"NDC-SOLES","scopus-44949101607",99
"NDC-SOLES","scopus-47949092321",99
"NDC-SOLES","scopus-51849092615",0
"NDC-SOLES","scopus-52949140804",0
"NDC-SOLES","scopus-54849428907",0
"NDC-SOLES","scopus-57049170205",0
"NDC-SOLES","scopus-63849132087",0
"NDC-SOLES","scopus-65949088370",0
"NDC-SOLES","scopus-66749149589",0
"NDC-SOLES","scopus-67349253535",0
"NDC-SOLES","scopus-67649396127",99
"NDC-SOLES","scopus-67650526683",0
"NDC-SOLES","scopus-67651148274",0
"NDC-SOLES","scopus-68849116786",99
"NDC-SOLES","scopus-69949145443",0
"NDC-SOLES","scopus-70349150027",0
"NDC-SOLES","scopus-70350151551",99
"NDC-SOLES","scopus-70350417838",0
"NDC-SOLES","scopus-75549086867",0
"NDC-SOLES","scopus-77952885690",0
"NDC-SOLES","scopus-77954330733",0
"NDC-SOLES","scopus-77956062627",0
"NDC-SOLES","scopus-77956185062",0
"NDC-SOLES","scopus-77956515296",0
"NDC-SOLES","scopus-77958461485",0
"NDC-SOLES","scopus-78649717734",0
"NDC-SOLES","scopus-78651282657",0
"NDC-SOLES","scopus-79251594628",0
"NDC-SOLES","scopus-79954475213",0
"NDC-SOLES","scopus-79954588050",0
"NDC-SOLES","scopus-79954600463",0
"NDC-SOLES","scopus-79955711142",99
"NDC-SOLES","scopus-79957592673",0
"NDC-SOLES","scopus-79957925579",0
"NDC-SOLES","scopus-79958837212",0
"NDC-SOLES","scopus-79959236375",0
"NDC-SOLES","scopus-79959396966",0
"NDC-SOLES","scopus-79959562288",0
"NDC-SOLES","scopus-79960045681",99
"NDC-SOLES","scopus-80051521553",99
"NDC-SOLES","scopus-80051546419",0
"NDC-SOLES","scopus-80054756422",99
"NDC-SOLES","scopus-83155180352",0
"NDC-SOLES","scopus-84455173156",0
"NDC-SOLES","scopus-84855457932",0
"NDC-SOLES","scopus-84856682195",0
"NDC-SOLES","scopus-84857221472",99
"NDC-SOLES","scopus-84857427683",0
"NDC-SOLES","scopus-84858297187",0
"NDC-SOLES","scopus-84861894470",0
"NDC-SOLES","scopus-84862888245",0
